register_#,annual_dfo,country,began,ended,days,deaths,displaced,damage_usd,main_cause,severity,sq_km,flood_magnitude_index,centroid_x,centroid_y
3268,17,Peru,4/2/08,7/5/08,94,26,45,,Heavy rain,1,709.1,6.1,-73.01,-10.11
3265,14,Namibia,1/31/08,4/23/08,84,42,40,see notes,Heavy rain,1.5,164.2,3.4,17.26,-17.05
3263,12,Indonesia,1/30/08,3/2/08,5,3,40,see notes,Heavy rain,1,810,7.1,112.91,-7.71
3262,11,Argentina,1/28/08,4/11/08,75,0,15,,Heavy rain,1,88.12,3.6,-61.66,-22.92
3260,9,UK,1/15/08,1/26/08,12,0,300,,Heavy rain,2,55.86,5.8,-1.65,52.92
3259,8,Afghanistan,1/13/08,1/20/08,8,5,300,,Heavy rain,1,18.28,6.1,64.28,31.34
3257,6,Brazil,1/12/08,1/26/08,15,4,15,,Heavy rain,1,23.02,7.4,-47.88,-24.5
3256,5,USA,1/8/08,1/15/08,8,5,500,,Rain and snowmelt,1.5,102.2,5.5,-86.7,40.78
3255,4,Sri Lanka,1/7/08,1/16/08,10,0,240,,Heavy rain,1,1.92,6.1,81.76,6.91
3252,1,Indonesia,1/2/08,1/6/08,5,0,1,,Heavy rain,1,2.18,5.6,106.83,-6.23
3251,243,Colombia,12/25/07,12/28/07,4,3,200,,Heavy rain,1,3.27,4,-75.37,3.85
3250,242,Zambia,12/30/07,4/1/08,94,6,17,see notes,Heavy rain,1,673,4.1,27.77,-15.94
3249,241,Indonesia,12/25/07,1/10/08,17,127,60,,Heavy rain,1.5,50.69,7.8,111.33,-7.54
3248,240,Indonesia,12/25/07,12/29/07,5,1,20,,Heavy rain,1,8.85,6.1,100.62,-0.69
3247,239,Australia,12/22/07,12/31/07,10,0,,see notes,Heavy rain,1,200.5,4.6,148.21,-30.29
3245,237,Zimbabwe,12/19/07,5/2/08,49,26,10,,Heavy rain,1,100.5,8.3,31.24,-20.78
3243,235,Sri Lanka,12/16/07,1/3/08,19,0,250,,Monsoonal rain,1,7.95,4,81.4,7.72
3242,234,Mozambique,12/11/07,1/3/08,82,26,170,,Heavy rain,1,354.6,5.2,34.36,-19.06
3240,232,Kenya,12/12/07,12/15/07,4,4,2,,Heavy rain,1,6.2,5.5,38.69,-3.61
3239,231,Dominican Republic,12/11/07,12/17/07,7,36,62,see notes,Tropical cyclone,1,34.79,4.4,-71.03,18.93
3238,230,Malaysia,12/7/07,12/28/07,22,32,66,,Monsoonal rain,1,82.57,5.4,102.93,3.89
3237,229,Australia,12/1/07,12/17/07,17,0,,,Heavy rain,1,285,6.3,145.67,-26.92
3235,227,Kenya,11/21/07,12/16/07,26,0,6,,Heavy rain,1,6.1,5.3,40.25,-2.15
3232,224,Philippines,11/25/07,12/2/07,8,29,540,,Tropical cyclone,1,33.59,5.3,122.01,17.08
3228,220,Greece,11/16/07,12/2/07,17,5,300,,Heavy rain,1,52.77,4.8,25.62,41.74
3227,219,Uganda,11/15/07,11/18/07,4,4,3,,Heavy rain,1,550,6,32.59,0.35
3223,215,Somalia,3/11/07,4/11/07,2,3,3,,Heavy rain,1,310,5.6,51.02,11.82
3222,214,Philippines,4/11/07,6/11/07,3,7,2,,Tropical cyclone,1,25.81,2.8,121.76,17.57
3221,213,Algeria,10/30/07,2/11/07,4,4,,,Heavy rain,1,102.1,4.9,3.24,34.82
3219,211,Vietnam,10/28/07,9/11/07,13,70,94,see notes,Heavy rain,1,35.11,6.3,107.36,16.32
3218,210,Dominican Republic,10/28/07,10/11/07,14,142,94,see notes,Tropical cyclone,1,89.9,5.7,-70.06,18.53
3217,209,India,10/27/07,1/11/07,6,29,50,0,Heavy rain,1,76.74,6.1,79.7,12.73
3216,208,Philippines,10/27/07,2/11/07,7,20,0,0,Heavy rain,1,4.6,5.7,123.38,13.36
3212,204,Colombia,1/10/07,12/10/07,71,90,266,0,Heavy rain,1,305.2,3.5,-74.91,7.89
3211,203,Thailand,10/22/07,10/30/07,9,2,0,see notes,Heavy rain,1,13.14,7.3,99,9.72
3210,202,Vietnam,10/20/07,11/16/07,28,3,280,0,Heavy rain,1,46.47,5.1,105.51,11.01
3208,200,India,10/17/07,10/24/07,8,2,30,0,Heavy rain,1.5,10.89,5.8,93.97,24.72
3206,198,Tunisia,10/13/07,10/16/07,4,13,0,0,Heavy rain,1,6.55,5.4,9.71,36.95
3205,197,Costa Rica,12/10/07,10/26/07,15,37,10,see notes,Heavy rain,1,82.17,4.4,-85.44,10.98
3204,196,Spain,12/10/07,10/18/07,7,3,0,0,Heavy rain,1,5.05,6.1,-0.27,38.64
3203,195,Haiti,7/10/07,10/17/07,11,45,38,0,Heavy rain,1,35.31,4.5,-76.4,20.67
3201,193,Algeria,3/10/07,4/10/07,2,5,0,0,Heavy rain,1,360.2,5.2,2.29,28.84
3200,192,Vietnam,9/29/07,12/10/07,14,96,30,see notes,Tropical cyclone,1.5,35.43,5.9,106.9,17.07
3199,191,Mexico,9/28/07,1/10/07,4,5,33,0,Tropical cyclone,1,51.99,5.9,-97.85,20.93
3198,190,Brazil,9/24/07,2/10/07,9,4,4,0,Heavy rain,1,127.4,5.3,-52.67,-30.25
3197,189,Algeria,9/21/07,9/24/07,4,18,0,0,Heavy rain,1,78.59,6.1,5.79,34.95
3196,188,Costa Rica,9/20/07,9/26/07,7,0,623,0,Heavy rain,1,11.46,5.5,-84.95,10.27
3195,187,India,9/22/07,8/10/07,17,80,400,0,Heavy rain,1,72.01,4.9,86.4,20.91
3194,186,Guatemala,9/22/07,9/24/07,3,3,656,0,Heavy rain,1,2.3,6.1,-90.49,14.6
3192,184,Japan,9/17/07,9/25/07,9,4,24,0,Tropical cyclone,1,37.9,4.4,125.83,38.57
3191,183,India,9/16/07,7/10/07,22,94,20,0,Monsoonal rain,1,90.28,5.5,79.88,15.71
3190,182,South Korea,9/16/07,9/19/07,4,13,0,see notes,Tropical cyclone,1,7.59,6.3,126.59,34.78
3189,181,Rwanda,12/9/07,9/20/07,9,20,4,0,Heavy rain,1,1.16,4.5,29.42,-1.68
3188,180,Thailand,5/9/07,10/11/07,67,10,17,0,Monsoonal rain,1,300,4,102.48,16.82
3187,179,Czech Republic,6/9/07,10/9/07,5,0,300,0,Heavy rain,1.5,66.61,7.3,16.35,48.91
3185,177,South Korea,4/9/07,7/9/07,4,3,0,0,Heavy rain,1,930,5.3,126.72,33.4
3184,176,Nicaragua,4/9/07,12/9/07,9,102,90,0,Tropical cyclone,1,152.4,3.6,-83.64,14.62
3183,175,Somalia,1/9/07,4/10/07,34,4,8,0,Heavy rain,1,13.31,6.1,45.43,2.98
3182,174,Indonesia,2/9/07,4/9/07,3,4,0,0,Heavy rain,1,5.69,5.7,116.72,-1.08
3181,173,China,8/31/07,2/9/07,3,7,0,0,Heavy rain,1,4.38,4.2,108.87,32.78
3180,172,Senegal,8/31/07,9/20/07,21,1,0,0,Heavy rain,1,162.8,4.1,-13.97,15.47
3179,171,Chad,8/25/07,1/10/07,38,12,170,0,Heavy rain,1,454.8,6.5,19.05,11.54
3178,170,Romania,8/25/07,8/27/07,3,2,0,0,Heavy rain,1,32.27,7.2,25.6,46.76
3177,169,Liberia,8/26/07,8/30/07,5,0,17,0,Heavy rain,1.5,2.33,5,-10.58,6.51
3175,167,Yemen,8/1/07,8/27/07,27,50,0,0,Heavy rain,1,165.1,5.3,45.73,15.08
3174,166,Thailand,8/20/07,8/24/07,5,0,3,0,Heavy rain,1.5,16.27,6.6,98.98,8.94
3173,165,Phillippines,8/17/07,8/24/07,8,42,600,0,Tropical cyclone,1.5,460.4,5.1,119.91,27
3172,164,Martinique,8/17/07,8/24/07,8,25,20,0,Tropical cyclone,1,2.56,6.7,-61.02,14.64
3170,162,Uganda,8/15/07,10/31/07,78,52,520,0,Heavy rain,1.5,107.8,7.3,34.28,0.88
3169,161,Burma,8/14/07,4/10/07,52,2,40,0,Monsoonal rain,1,257.8,7.1,95.17,16.96
3168,160,Cambodia,8/10/07,8/24/07,15,2,19,0,Monsoonal rain,1.5,64.58,7.1,105.88,13.28
3167,159,Chad,8/9/07,8/15/07,7,3,3,0,Heavy rain,1,23.5,6.2,15.11,9.64
3166,158,Ghana,7/26/07,10/10/07,77,153,540,0,Heavy rain,1.5,1.695.000,5.2,0.61,13.04
3165,157,Pakistan,8/12/07,8/14/07,3,22,0,0,Heavy rain,1,16.54,8.3,74.34,35.95
3164,156,India,8/12/07,8/17/07,6,76,15,0,Monsoonal rain,1,191.4,4.7,76.53,31.24
3163,155,Papua New Guinea,8/10/07,8/21/07,12,2,5,0,Heavy rain,1,2.71,6.1,147.32,-6.7
3162,154,Pakistan,8/10/07,8/13/07,4,35,0,0,Monsoonal rain,1,190.1,4.5,68.83,26.02
3161,153,China,8/9/07,8/12/07,4,26,70,0,Heavy rain,1,100.1,5.9,118.72,36.37
3160,152,India,8/8/07,8/15/07,8,12,0,0,Monsoonal rain,1,133.8,5.6,70.93,22.68
3159,151,North Korea,8/8/07,8/25/07,18,454,170,0,Heavy rain,1,29.48,6,126.61,38.53
3158,150,Australia,8/9/07,8/13/07,5,0,200,0,Heavy rain,1,22.73,5.7,147.4,-42
3157,149,Phillippines,8/8/07,8/13/07,6,11,12,0,Tropical cyclone,1,4.11,5.1,121.09,14.67
3156,148,Germany,8/8/07,8/12/07,5,2,100,see notes,Heavy rain,1,30.94,4.4,7.38,47.72
3155,147,Canada,8/8/07,8/12/07,5,1,140,0,Heavy rain,1.5,430,5.2,-64.44,48.95
3154,146,Indonesia,7/28/07,8/10/07,14,0,3,0,0,1,1.28,3.5,128.14,-0.64
3151,143,Nigeria,8/4/07,10/21/07,79,101,140,0,Heavy rain,1,630.1,4.7,11.75,10.29
3150,142,India,8/3/07,8/27/07,25,15,20,0,Monsoonal rain,1,15.36,7.7,86.2,20.45
3148,140,Nigeria,8/1/07,8/15/07,15,6,5,0,Heavy rain,1,5.27,6.3,3.3,6.96
3147,139,Canada,8/1/07,8/3/07,3,0,0,0,Heavy rain,1.5,617,4.9,-53.98,47.16
3146,138,Ethiopia,7/29/07,5/10/07,69,17,42,0,Heavy rain,1,714.2,3.4,34.5,8.33
3145,137,Burkina Faso,7/28/07,8/1/07,5,0,2,0,Heavy rain,1,2.435,7.7,-4.39,11.45
3144,136,South Africa,7/27/07,8/2/07,7,0,38,0,Heavy rain,1,20.1,4.1,19.58,-34.09
3141,133,Indonesia,7/25/07,8/2/07,9,15,2,see notes,Heavy rain,1,2.4,5.7,120.2,-3.28
3140,132,Haiti,7/23/07,7/24/07,2,4,300,0,Heavy rain,1,44,4.3,-72.29,18.55
3139,131,Indonesia,7/22/07,7/25/07,4,0,500,0,Heavy rain,1,7.8,1.9,97.51,2.96
3138,130,Tajikistan,7/22/07,7/23/07,2,11,0,0,Heavy rain,1,2.11,4.5,70.44,40.75
3135,127,Indonesia,7/17/07,7/30/07,14,107,20,0,Heavy rain,1,4.6,7.1,121.49,-1.74
3131,123,India,7/16/07,7/20/07,5,44,35,see notes,Monsoonal rain,1,24.12,7.2,76.31,10.39
3130,122,Afghanistan,7/15/07,7/17/07,3,9,0,0,Heavy rain,1,4.11,5.1,66.13,34.53
3129,121,Japan,7/13/07,7/16/07,4,5,40,0,Tropical cyclone,1,37.73,4.1,130.9,31.69
3125,117,Burma,6/7/07,8/1/07,27,0,3,0,Monsoonal rain,1,119.1,5.1,95.32,18.52
3124,116,Japan,4/7/07,12/7/07,9,2,10,0,Heavy rain,1,2.67,6.5,130.73,32.86
3121,113,Colombia,6/27/07,10/9/07,76,43,700,0,Heavy rain,1,69.99,7.8,-75.59,8.38
3120,112,India,1/7/07,7/13/07,13,225,63,0,Monsoonal rain,1,398.9,6.7,72.25,22.02
3119,111,India,1/7/07,6/7/07,6,62,10,0,Monsoonal rain,1,106.6,6.7,77.52,21.03
3118,110,India,6/30/07,7/13/07,14,29,50,0,Monsoonal rain,1,240,5.8,81.86,20.05
3117,109,Vietnam,6/30/07,2/7/07,3,3,0,0,Heavy rain,1,4.85,6.5,107.17,21.24
3116,108,Pakistan,6/28/07,7/22/07,25,130,2,0,Heavy rain,1,29.41,4.2,71.87,34.27
3113,105,USA,6/26/07,7/23/07,28,8,5,0,Heavy rain,1.5,507.8,5.7,-97.17,32.84
3112,104,Pakistan,6/26/07,7/20/07,25,280,400,0,Tropical cyclone,1,115.8,7.3,67.9,25.26
3111,103,Solomon Islands,6/24/07,6/28/07,5,0,3,0,Heavy rain,1,260,6.5,160.49,-9.55
3110,102,UK,6/25/07,3/7/07,9,6,30,see notes,Heavy rain,2,27.72,3.1,-0.91,53.88
3109,101,Afghanistan,6/24/07,3/7/07,10,113,4,0,Heavy rain,1,62.34,5.7,71.14,35.28
3108,100,Pakistan,6/23/07,6/25/07,3,230,0,0,Monsoonal rain,1,2.215,5.8,67.14,24.99
3107,99,India,6/22/07,4/7/07,13,127,200,0,Monsoonal rain,1,449.3,3.8,78.16,14.94
3106,98,USA,6/19/07,6/20/07,2,2,120,0,Brief torrential rain,1,6.5,6.8,-74.95,42.23
3105,97,Costa Rica,6/18/07,6/20/07,3,0,0,0,Heavy rain,1,2.85,4.1,-84.07,9.98
3104,96,India,6/18/07,6/26/07,9,15,200,0,Monsoonal rain,1,74.89,3.9,94.02,26.26
3103,95,Indonesia,6/16/07,6/20/07,5,1,212,0,Heavy rain,1,1.19,5.8,123.1,0.62
3101,93,Pakistan,6/16/07,6/20/07,5,22,500,0,Brief torrential rain,1,12.12,5.3,72.23,34.98
3100,92,Nepal,6/15/07,6/18/07,4,0,400,0,Monsoonal rain,1,2.705,4.8,85.86,26.95
3099,91,UK,6/15/07,6/21/07,7,1,200,0,Heavy rain,1,23.11,4,-0.76,52.52
3098,90,South Africa,7/6/07,6/16/07,10,0,6,0,Heavy rain,1.5,9.088,5.2,18.58,-33.33
3097,89,Bangladesh,11/6/07,6/24/07,14,126,80,0,Monsoonal rain,1,77.81,5.1,91.95,22.4
3096,88,Switzerland,9/6/07,9/6/07,1,3,0,0,Brief torrential rain,1,913,6,7.73,47.06
3093,85,Oman,6/6/07,12/6/07,7,61,60,0,Tropical cyclone,1,373,8.3,57.93,28.54
3092,84,Canada,6/6/07,6/14/07,9,0,500,0,Snowmelt,1.5,205,6.4,-125.03,54.18
3090,82,El Salvador,5/30/07,5/31/07,2,4,0,0,Tropical cyclone,1,4.515,6,-88.62,13.38
3089,81,Dominican Republic,5/30/07,3/6/07,5,11,20,0,Heavy rain,1,13.54,4,-71.05,19.55
3088,80,Turkey,5/27/07,1/6/07,6,13,0,0,Heavy rain,1,38.49,4.8,43.8,39.4
3087,79,Cuba,5/26/07,5/28/07,3,2,3,0,Heavy rain,1,15.43,5.4,-76.93,21.35
3086,78,France,5/25/07,5/27/07,3,1,500,0,Heavy rain,1,3.17,4.7,-0.47,43.3
3085,77,Bulgaria,5/22/07,6/6/07,16,2,0,0,Heavy rain,1,34.01,4,24.5,42.52
3083,75,USA,5/24/07,5/29/07,6,6,100,0,Heavy rain,1,341.3,5.1,-98.66,30.24
3081,73,Indonesia,5/15/07,5/6/07,22,4,60,0,Heavy rain,1,34.35,5.9,116.92,-0.19
3080,72,Colombia,5/19/07,6/27/07,40,14,3,0,Heavy rain,1,29.77,5.9,-75.43,7.38
3079,71,China,5/20/07,5/21/07,2,3,0,0,Heavy rain,1,3.2,6.1,105.41,26.87
3077,69,Afghanistan,5/14/07,5/18/07,5,34,0,0,Heavy rain,1,15.49,5.6,70.6,36.52
3076,68,Russia,11/5/07,6/13/07,34,0,640,0,Snowmelt,1,303.8,4.9,85.84,56.94
3075,67,Russia,5/13/07,6/13/07,32,0,7,see notes,Snowmelt,1,313.2,7,130.46,62.34
3074,66,Israel,12/5/07,5/13/07,2,4,21,0,Heavy rain,1,320,7,35.4,31.71
3073,65,Thailand,11/5/07,5/21/07,11,0,1,0,Heavy rain,1,38.38,2.8,100.34,17.21
3070,62,USA,6/5/07,5/18/07,13,2,1,see notes,Heavy rain,1,53.6,6.5,-95.24,40.43
3069,61,Afghanistan,5/5/07,7/5/07,3,12,0,0,Heavy rain,1,25.85,5.8,68.85,36.29
3068,60,Burma,4/5/07,9/5/07,6,5,0,0,Heavy rain,1,15.67,4.9,96.13,16.91
3067,59,Sri Lanka,2/5/07,7/5/07,6,16,125,0,Heavy rain,1,3.34,5,80.08,6.49
3066,58,Thailand,1/5/07,7/5/07,7,1,1,0,Heavy rain,1,5.39,4.3,99.61,11.65
3065,57,Indonesia,1/5/07,5/25/07,25,0,3,0,Heavy rain,1,40.33,4.6,114.78,-0.86
3064,56,Syria,4/29/07,1/5/07,3,3,0,0,Heavy rain,1,1.91,6,38.39,34.52
3063,55,Turkey,4/29/07,1/5/07,3,2,0,0,Heavy rain,1,2.9,3.8,42.05,37.32
3062,54,Colombia,4/26/07,2/5/07,7,17,2,0,Heavy rain,1,1.94,3.9,-75.21,4.5
3061,53,Afghanistan,4/23/07,4/5/07,12,36,0,0,Rain and snowmelt,1,27.49,4.1,70.73,37.01
3060,52,Morocco,4/21/07,4/22/07,2,4,0,0,Heavy rain,1,9.45,5.5,-2.93,34.8
3057,49,Kyrgyzstan,4/17/07,4/25/07,9,0,0,0,Rain and snowmelt,1,17.04,3.5,73.83,40.63
3056,48,Indonesia,4/17/07,4/20/07,4,0,0,0,Heavy rain,1,820,5.2,95.74,4.73
3055,47,Afghanistan,4/17/07,4/18/07,2,6,0,0,Rain and snowmelt,1,40.77,3.5,69.67,35.27
3054,46,Tajikistan,4/16/07,4/20/07,5,2,5,0,Rain and snowmelt,1,58.42,4.9,69.46,39.35
3053,45,Indonesia,4/16/07,3/5/07,18,0,0,0,Heavy rain,1,3.19,5.5,121.22,-1.93
3052,44,USA,4/15/07,4/21/07,7,9,0,0,Heavy rain,1,95.21,4.8,-72.19,42.34
3051,43,Indonesia,4/14/07,4/18/07,5,0,0,0,Heavy rain,1,860,5.8,117.44,-8.58
3050,42,Thailand,4/14/07,4/15/07,2,38,0,0,Heavy rain,1,290,3.6,99.65,7.44
3049,41,Algeria,4/13/07,4/15/07,3,15,0,0,Heavy rain,1,7.1,2.8,4.2,35.64
3048,40,Canada,4/10/07,8/5/07,29,0,700,0,Snowmelt,1.5,94.68,4.3,-104.28,53.38
3047,39,Spain,4/3/07,4/8/07,6,1,280,0,Rain and snowmelt,1,42.04,6.6,-0.65,41.65
3046,38,New Zealand,3/29/07,3/31/07,3,0,300,see notes,Tropical cyclone,1.5,4.2,5.4,173.98,-35.35
3043,35,Yemen,3/23/07,3/30/07,8,36,600,0,Heavy rain,1,59.87,7.3,49.13,16.57
3042,34,India,3/20/07,3/31/07,12,12,2,0,Rain and snowmelt,1,68.1,5.7,74.22,33.48
3041,33,Indonesia,3/17/07,3/22/07,6,0,3,0,Heavy rain,1,1.82,5.9,124.71,-9.54
3040,32,Afghanistan,3/18/07,4/5/07,19,104,20,0,Rain and snowmelt,1,656.4,4,64.89,33.25
3039,31,Honduras,3/17/07,3/19/07,3,2,0,0,Heavy rain,1,5.78,7.1,-86.6,13.93
3038,30,Madagascar,3/15/07,3/26/07,12,80,30,0,Tropical cyclone,1.5,131.7,4.2,49.94,-14.84
3037,29,USA,11/3/07,3/13/07,3,2,0,0,Heavy rain,1,11.02,6.4,-97.93,29.87
3035,27,Algeria,7/3/07,11/3/07,5,3,0,0,Heavy rain,1,53.23,4,3.38,35.16
3034,26,Honduras,6/3/07,10/3/07,5,0,3,0,Heavy rain,1,11.38,5.4,-86.54,15.58
3033,25,South Africa,3/3/07,5/3/07,3,5,0,0,Heavy rain,1,43.14,4.8,28.26,-31.81
3032,24,Australia,2/3/07,3/16/07,15,2,90,0,Tropical cyclone,1.5,184.7,5.1,131.92,-13.67
3030,22,Madagascar,8/2/07,6/3/07,27,7,33,0,Tropical cyclone,1,438.8,4.5,46.34,-18.49
3028,20,Rwanda,2/2/07,2/16/07,15,10,500,0,Heavy rain,1,1.34,4.5,29.48,-1.73
3025,17,Australia,1/23/07,2/15/07,24,0,0,0,Heavy rain,1,125.6,7.5,141.47,-24.51
3024,16,Peru,1/21/07,10/2/07,21,38,5,0,Heavy rain,1,31.97,6.5,-74.46,-11.47
3023,15,Malawi,1/20/07,10/3/07,50,2,10,see notes,Heavy rain,1,259.6,5.8,32.59,-10.62
3022,14,Angola,1/17/07,1/26/07,10,81,40,0,Heavy rain,1,1.6,7.1,13.36,-8.87
3021,13,Australia,1/19/07,1/23/07,5,0,0,0,Monsoonal rain,1.5,661.9,4.2,138.49,-31.36
3020,12,USA,1/15/07,3/2/07,20,24,0,0,Heavy rain,1,434.4,6.7,-90.07,34.88
3018,10,Zambia,1/10/07,10/5/07,121,11,250,0,Heavy rain,1,719.3,8.1,24.37,-12.95
3013,5,Burundi,1/1/07,1/3/07,60,4,23,0,Heavy rain,1,293.4,5.8,30.4,-3.14
3009,1,Yemen,1/1/07,1/4/07,4,7,2,0,Heavy rain,1,25.39,6.4,43.88,15.1
3008,232,Philippines,12/29/06,1/15/07,18,12,50,see notes,Heavy rain,1,1.41,5,124.77,12.44
3007,231,Peru,12/26/06,2/2/07,39,6,46,0,Heavy rain,1,134.6,4.4,-75.99,-9.18
3006,230,Indonesia,12/22/06,1/4/07,14,193,400,0,Monsoonal rain,1,16.2,6.7,97.5,4.47
3004,228,Sri Lanka,12/17/06,12/20/06,4,0,40,0,Heavy rain,1,6.83,5.8,81.66,6.84
3003,227,Pakistan,12/4/06,12/6/06,3,5,0,0,Heavy rain,1,28.94,4.4,66.52,28.04
3001,225,Rwanda,11/28/06,12/8/06,11,24,2,0,Heavy rain,1,840,5.6,29.94,-1.79
2999,223,Malawi,11/27/06,11/29/06,3,5,8,0,Heavy rain,1,2.76,4.4,34.51,-15.96
2998,222,DR Congo,11/24/06,12/15/06,22,0,26,0,Heavy rain,1,4.3,3.9,24.34,0.81
2996,220,Afghanistan,11/19/06,11/21/06,3,18,0,0,Heavy rain,1,560,5.2,63.86,33.15
2995,219,Afghanistan,11/19/06,11/21/06,3,50,0,0,Heavy rain,1,11.94,3.2,66.13,32.74
2993,217,DR Congo,11/15/06,11/18/06,4,8,0,0,Heavy rain,1,1.07,4.4,27.06,-7.07
2992,216,Afghanistan,10/11/06,12/11/06,3,9,0,0,Heavy rain,1,1.4,3.6,70.79,34.22
2991,215,Congo Republic,4/11/06,11/18/06,15,7,6,0,Heavy rain,1,1.3,3.6,15.43,-4.24
2989,213,Iraq,5/11/06,7/11/06,3,20,18,0,Heavy rain,1,19.96,5.5,44.81,36.23
2988,212,Philippines,10/30/06,1/11/06,3,19,300,0,Tropical cyclone,1,23.98,4.8,121.82,17.02
2987,211,Turkey,10/27/06,7/11/06,12,46,63,see notes,Heavy rain,1.5,122.3,4.9,39.65,37.64
2986,210,Ethiopia,10/27/06,12/25/06,60,132,410,0,Heavy rain,1.5,504,6.3,44.6,4.64
2985,209,India,10/26/06,4/11/06,10,47,225,0,Monsoonal rain,1,40.09,7.7,79.93,14.13
2984,208,Sri Lanka,10/26/06,11/20/06,26,52,88,0,Monsoonal rain,1,6.98,5.6,80.03,7.32
2983,207,UK,10/26/06,10/28/06,3,1,300,0,Heavy rain,1.5,2.3,5.3,-4.18,57.7
2982,206,Mexico,10/25/06,10/28/06,4,0,20,0,Tropical cyclone,1,55.7,4,-107.53,24.93
2981,205,Philippines,10/21/06,10/27/06,7,1,40,0,Heavy rain,1,3.68,5.3,125.83,7.61
2979,203,Kenya,10/23/06,1/4/07,74,150,700,0,Heavy rain,1,950,5.3,39.72,0.78
2978,202,Spain,10/22/06,8/11/06,18,4,300,0,Heavy rain,1,155.3,7.8,-7.87,41.65
2977,201,Canada,10/21/06,10/24/06,4,0,500,0,Heavy rain,1,16.77,6.4,-71.33,45.81
2976,200,Kenya,10/15/06,10/26/06,12,6,2,0,Heavy rain,1,12.73,4.8,40.01,-3.24
2975,199,US,10/15/06,1/11/06,18,4,0,0,Heavy rain,1,35.64,5.2,-95.29,29.78
2974,198,Thailand,10/10/06,4/11/06,26,0,0,0,Monsoonal rain,1,174.3,5.8,103.61,16.14
2973,197,US,9/10/06,10/14/06,6,0,100,0,Heavy rain,1,51.56,6.7,-145.99,60.88
2972,196,Greece,8/10/06,12/10/06,5,0,3,0,Heavy rain,1.5,17.97,5.5,23.65,40.76
2971,195,China,6/10/06,12/10/06,7,16,20,0,Heavy rain,1,24.77,5.1,102.64,23.34
2970,194,Burma (Myanmar),9/15/06,10/19/06,35,25,10,0,Monsoonal rain,1,188,5.2,95.45,19.81
2968,192,Nepal,9/25/06,9/28/06,4,4,0,0,Monsoonal rain,1,26.24,5.8,85.94,27.26
2967,191,Nigeria,12/9/06,9/13/06,2,20,0,0,Brief torrential rain,1,870,5,5.35,8.16
2966,190,USA,9/22/06,9/26/06,5,13,600,0,Heavy rain,1,146,3.2,-87.62,37.21
2965,189,India,9/18/06,5/10/06,18,250,50,0,Monsoonal rain,1,524,5.9,83.75,19.73
2964,188,Vietnam,9/17/06,9/21/06,5,4,16,0,Heavy rain,1,34.79,7,108.11,11.87
2963,187,Mexico,9/16/06,9/18/06,3,4,7,0,Tropical cyclone,1,44.31,5.2,-107.04,24.47
2962,186,Chad,5/9/06,10/17/06,43,52,20,0,Heavy rain,1,768.8,5.1,15.33,10.33
2961,185,Bangladesh,8/24/06,9/20/06,28,0,0,0,Monsoonal rain,1,28.08,7.5,89.27,23.23
2960,184,Mexico,2/9/06,4/9/06,3,5,10,0,Tropical cyclone,1,25.15,5.9,-111.81,25.35
2959,183,USA,2/9/06,7/9/06,6,0,140,0,Tropical cyclone,1,4.56,4.9,-77.87,34.74
2958,182,India,8/31/06,11/9/06,12,39,3,0,Monsoonal rain,1,141.4,4.4,73.88,32.89
2957,181,China,8/30/06,8/31/06,2,15,0,0,Brief torrential rain,1,16.92,6.2,102.68,34.7
2956,180,India,8/29/06,4/9/06,7,42,50,0,Monsoonal rain,1,32.7,4.5,81.52,27.59
2955,179,Somalia,8/24/06,10/10/06,48,5,0,0,Monsoonal rain,1,37.38,5.4,45.44,3.1
2954,178,Nepal,8/26/06,9/13/06,19,60,80,0,Monsoonal rain,1.5,14.87,6.3,81.31,28.69
2953,177,US,8/19/06,8/24/06,6,0,150,0,Heavy rain,1,95.94,5.6,-99.99,62.45
2950,174,Sudan,8/13/06,9/26/06,45,40,150,0,Heavy rain,1,1.164.000,7.5,34.76,13.21
2949,173,Cambodia,8/10/06,1/11/06,84,68,33,0,Monsoonal rain,1,143.3,7.7,104.68,11.06
2947,171,Burkina Faso,8/3/06,11/10/06,70,4,70,0,Heavy rain,1,2.040.000,6.4,-1.02,14.42
2946,170,Ethiopia,8/13/06,11/9/06,30,364,20,0,Heavy rain,1,13.56,8.2,36.22,5.24
2944,168,Somalia,8/4/06,8/9/06,6,0,400,0,Heavy rain,1,3.845,5.9,45.45,2.67
2943,167,Ethiopia,8/5/06,8/8/06,4,256,10,0,Heavy rain,1,4.225,4.4,42.19,9.67
2938,162,Pakistan,8/1/06,8/1/06,1,12,0,0,Monsoonal rain,1,2.748,4.6,67.12,25.03
2936,160,Afghanistan,7/30/06,8/9/06,11,35,0,0,Heavy rain,1,63.17,4,69.75,34.08
2935,159,India,7/28/06,12/9/06,47,457,140,0,Monsoonal rain,1.5,681,5.8,73.82,20.19
2934,158,USA,7/27/06,7/30/06,4,1,600,0,Heavy rain,1,4.72,7.7,-81.09,41.52
2933,157,Switzerland,7/26/06,7/27/06,2,0,3,0,Heavy rain,1,364,4.3,7.39,46.04
2931,155,Pakistan,7/24/06,8/22/06,30,248,0,0,Monsoonal rain,1,182.7,6.2,73.2,34.61
2928,152,Nigeria,7/18/06,7/20/06,3,4,40,0,Heavy rain,1,1.851,2.3,7.17,9.08
